age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jail_length_days,out,class
43,Felony,African-American,Male,8,-1.0,348,1,1
45,Misdemeanor,African-American,Male,20,-1.0,46,1,1
42,Misdemeanor,African-American,Male,10,-1.0,0,1,1
22,Felony,African-American,Male,1,-1.0,6,1,1
49,Felony,African-American,Male,4,-26.0,1,0,0
42,Felony,African-American,Male,0,-3.0,33,0,1
40,Misdemeanor,Caucasian,Male,0,-1.0,29,1,1
25,Felony,African-American,Male,2,-1.0,0,1,1
25,Misdemeanor,Caucasian,Male,0,-1.0,2,1,1
23,Felony,African-American,Male,0,-1.0,2,1,0
21,Felony,Caucasian,Male,2,-1.0,1,1,1
31,Misdemeanor,Caucasian,Male,3,0.0,0,1,0
28,Misdemeanor,African-American,Female,0,0.0,0,0,0
24,Felony,African-American,Male,11,-1.0,51,1,1
45,Felony,Caucasian,Male,0,0.0,37,0,0
23,Misdemeanor,African-American,Male,2,-1.0,1,0,1
39,Felony,African-American,Male,7,0.0,0,1,1
24,Felony,African-American,Male,1,-1.0,0,0,0
46,Felony,Caucasian,Male,1,-1.0,1,0,0
47,Felony,Caucasian,Male,3,-1.0,2,0,0
22,Misdemeanor,African-American,Male,1,-1.0,0,0,1
34,Misdemeanor,Caucasian,Female,0,-2.0,1,0,0
33,Misdemeanor,Caucasian,Male,0,0.0,0,0,1
29,Felony,African-American,Male,16,-1.0,0,1,1
34,Misdemeanor,Hispanic,Male,3,-6.0,5,0,0
29,Misdemeanor,African-American,Male,0,0.0,0,1,0
25,Misdemeanor,Caucasian,Female,2,-1.0,0,0,1
34,Felony,Caucasian,Male,16,-1.0,1,1,1
55,Felony,African-American,Female,1,-1.0,0,0,0
27,Felony,African-American,Male,0,-1.0,0,0,1
26,Misdemeanor,African-American,Male,0,-1.0,1,0,0
39,Felony,African-American,Male,19,-1.0,179,1,1
24,Felony,African-American,Male,1,0.0,0,1,0
29,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
50,Felony,African-American,Male,13,0.0,242,0,1
25,Felony,Hispanic,Male,2,-1.0,0,1,1
31,Felony,African-American,Male,4,-12.0,2,1,1
31,Misdemeanor,Other,Male,0,-1.0,0,0,0
26,Felony,Caucasian,Male,2,-1.0,0,1,1
54,Felony,Caucasian,Male,2,0.0,97,0,0
33,Felony,African-American,Male,14,-1.0,0,1,1
22,Misdemeanor,African-American,Male,0,-1.0,0,0,1
35,Felony,African-American,Male,8,0.0,239,1,1
30,Felony,Other,Female,4,-27.0,1,1,1
25,Felony,African-American,Male,0,-1.0,0,0,0
25,Felony,African-American,Male,0,0.0,0,1,0
44,Felony,African-American,Male,0,-1.0,0,0,1
29,Felony,Caucasian,Female,2,-1.0,8,1,1
46,Felony,Caucasian,Male,2,-23.0,2,0,1
53,Misdemeanor,Caucasian,Male,0,0.0,4,0,0
24,Felony,African-American,Male,2,-1.0,1,1,1
52,Felony,African-American,Female,2,-1.0,1,0,1
27,Misdemeanor,African-American,Male,0,-1.0,0,0,1
41,Felony,Caucasian,Male,0,-1.0,1,0,0
21,Felony,African-American,Female,0,-2.0,0,1,1
24,Felony,Caucasian,Male,1,0.0,0,0,0
23,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
42,Felony,African-American,Male,0,-1.0,1,0,0
24,Felony,African-American,Male,5,-1.0,1,1,1
26,Felony,African-American,Male,4,-1.0,0,1,1
50,Felony,Caucasian,Male,9,-1.0,424,0,1
32,Misdemeanor,African-American,Female,3,-1.0,1,1,0
40,Felony,African-American,Male,13,-1.0,1,1,0
27,Felony,African-American,Male,2,0.0,0,0,0
23,Felony,Caucasian,Male,0,-1.0,0,1,1
37,Misdemeanor,African-American,Male,22,-1.0,1,1,1
32,Misdemeanor,African-American,Male,1,-1.0,3,0,1
52,Misdemeanor,Caucasian,Male,4,-1.0,1,0,1
29,Felony,Caucasian,Male,2,-1.0,3,0,0
49,Misdemeanor,African-American,Male,0,0.0,0,0,0
50,Felony,Caucasian,Male,0,-2.0,2,0,0
26,Felony,Caucasian,Male,2,0.0,-1,0,1
34,Felony,Caucasian,Female,0,-1.0,31,1,1
28,Felony,Caucasian,Female,1,-1.0,9,1,1
30,Felony,African-American,Male,0,0.0,0,0,1
24,Felony,African-American,Male,3,-1.0,1,0,1
25,Misdemeanor,African-American,Male,0,0.0,0,0,1
25,Misdemeanor,African-American,Male,4,-1.0,9,0,1
45,Felony,Caucasian,Male,2,-1.0,0,0,0
26,Felony,Caucasian,Male,1,-1.0,3,1,1
37,Felony,Other,Male,2,-1.0,28,0,0
24,Misdemeanor,Hispanic,Male,0,-1.0,1,0,0
40,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0
33,Felony,Hispanic,Female,0,-2.0,0,0,0
53,Felony,Hispanic,Male,18,0.0,1,0,0
55,Misdemeanor,Hispanic,Male,0,-7.0,5,0,0
30,Felony,Other,Male,6,-1.0,17,1,1
21,Felony,African-American,Male,1,-15.0,15,1,1
55,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
22,Felony,Caucasian,Male,1,-1.0,0,0,1
23,Felony,African-American,Female,1,-6.0,0,0,0
57,Felony,Caucasian,Male,9,-1.0,58,0,1
33,Misdemeanor,Caucasian,Male,0,-2.0,0,0,1
32,Felony,Caucasian,Male,2,0.0,1,0,0
47,Felony,Caucasian,Male,3,-1.0,13,0,0
51,Misdemeanor,Caucasian,Male,6,11.0,18,0,1
22,Felony,African-American,Male,1,-1.0,1,1,0
47,Felony,Caucasian,Male,2,-1.0,1,0,0
28,Felony,Caucasian,Male,1,-21.0,0,0,1
28,Felony,African-American,Male,5,-1.0,34,1,0
44,Misdemeanor,Caucasian,Female,1,0.0,6,0,1
25,Felony,African-American,Male,0,0.0,2,0,1
34,Misdemeanor,African-American,Male,4,-1.0,0,0,0
65,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
33,Felony,Caucasian,Male,5,0.0,119,1,1
23,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
44,Misdemeanor,Caucasian,Female,0,-2.0,0,0,0
24,Misdemeanor,African-American,Male,1,-1.0,0,0,0
51,Misdemeanor,Caucasian,Male,1,-1.0,1,0,0
21,Felony,African-American,Female,0,-1.0,1,1,1
39,Felony,Caucasian,Male,6,-1.0,0,1,0
29,Felony,African-American,Male,29,-1.0,5,1,1
24,Felony,Caucasian,Male,1,-5.0,0,1,0
23,Felony,African-American,Female,0,-1.0,2,1,1
31,Felony,African-American,Male,11,0.0,-1,1,1
35,Misdemeanor,African-American,Female,0,-1.0,0,0,0
30,Felony,Other,Male,0,-1.0,0,0,0
39,Felony,African-American,Female,4,-3.0,3,1,0
51,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
22,Felony,Caucasian,Male,1,-1.0,236,1,0
29,Felony,Caucasian,Male,2,-24.0,22,0,0
32,Felony,Caucasian,Male,6,-1.0,2,0,1
33,Misdemeanor,Caucasian,Male,3,-16.0,11,0,1
58,Felony,Caucasian,Male,5,-1.0,1,0,1
54,Felony,Other,Male,0,-1.0,27,0,0
33,Felony,African-American,Male,2,-1.0,28,1,1
48,Felony,African-American,Male,10,0.0,175,0,0
23,Misdemeanor,African-American,Male,0,-1.0,3,1,0
23,Felony,Caucasian,Male,2,-1.0,15,1,1
47,Misdemeanor,Asian,Male,1,0.0,1,0,0
21,Felony,Other,Male,0,-1.0,2,0,0
29,Misdemeanor,African-American,Male,0,-1.0,1,1,1
48,Felony,Caucasian,Male,2,-1.0,0,0,0
37,Misdemeanor,Caucasian,Male,4,-1.0,82,0,1
50,Felony,Caucasian,Male,3,-1.0,14,0,0
19,Felony,African-American,Male,3,-1.0,1,1,1
49,Felony,African-American,Male,13,-1.0,0,0,0
58,Felony,Caucasian,Male,2,-1.0,5,1,0
31,Felony,African-American,Male,6,0.0,0,1,0
23,Misdemeanor,African-American,Male,1,-1.0,0,1,0
23,Felony,African-American,Female,0,0.0,0,0,1
31,Felony,Caucasian,Male,17,-1.0,1,1,1
33,Felony,Other,Male,0,-1.0,83,0,1
57,Felony,Caucasian,Male,6,-23.0,1,0,0
31,Misdemeanor,Caucasian,Female,0,-3.0,0,0,0
57,Felony,African-American,Male,19,-1.0,3,1,0
57,Misdemeanor,Caucasian,Male,12,0.0,3,1,0
29,Misdemeanor,African-American,Male,6,-1.0,0,1,1
30,Misdemeanor,African-American,Male,0,0.0,0,0,1
45,Felony,African-American,Male,11,-1.0,0,0,0
42,Felony,Caucasian,Male,0,0.0,0,1,0
48,Felony,Other,Male,7,-1.0,0,0,0
29,Felony,African-American,Male,12,0.0,12,1,1
28,Felony,Caucasian,Female,0,-1.0,0,0,0
25,Misdemeanor,African-American,Male,1,-1.0,1,0,1
34,Misdemeanor,Caucasian,Female,3,-1.0,10,1,0
27,Felony,African-American,Male,0,-1.0,1,0,0
39,Felony,African-American,Male,4,0.0,40,0,0
27,Felony,African-American,Male,4,-1.0,50,1,1
30,Felony,Caucasian,Male,7,-1.0,0,1,1
31,Misdemeanor,African-American,Male,15,-1.0,4,1,1
20,Misdemeanor,African-American,Male,1,-1.0,0,1,1
26,Felony,Caucasian,Male,2,-1.0,0,1,1
34,Felony,Caucasian,Male,0,-1.0,1,0,1
27,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
29,Felony,African-American,Male,4,-1.0,1,0,1
27,Felony,African-American,Male,7,-1.0,4,1,0
24,Felony,Caucasian,Female,0,-1.0,1,1,0
29,Felony,African-American,Male,0,-1.0,0,1,1
20,Felony,Caucasian,Male,0,-1.0,0,0,0
23,Felony,Caucasian,Female,0,-1.0,0,0,0
48,Misdemeanor,African-American,Female,0,0.0,0,0,0
34,Misdemeanor,African-American,Male,0,0.0,0,0,1
46,Misdemeanor,African-American,Male,1,-1.0,1,1,1
41,Felony,Caucasian,Female,3,-1.0,1,1,0
26,Felony,African-American,Male,3,-1.0,0,1,1
37,Felony,African-American,Male,11,-1.0,1,1,1
22,Felony,Caucasian,Female,2,-1.0,0,0,0
32,Felony,African-American,Male,7,-1.0,0,0,0
44,Misdemeanor,African-American,Male,0,-1.0,2,0,0
60,Misdemeanor,African-American,Male,3,-1.0,0,0,0
49,Felony,Caucasian,Male,0,0.0,-1,0,0
30,Misdemeanor,African-American,Male,10,0.0,1,0,1
52,Felony,Caucasian,Male,0,-1.0,1,0,0
34,Felony,African-American,Male,0,-1.0,1,1,0
55,Felony,African-American,Male,5,-1.0,3,0,1
33,Misdemeanor,African-American,Male,0,-1.0,0,1,0
22,Felony,African-American,Male,0,-1.0,0,1,1
27,Misdemeanor,African-American,Female,0,0.0,1,0,0
20,Felony,African-American,Male,0,-1.0,0,1,1
33,Felony,Caucasian,Male,0,-1.0,53,0,0
26,Misdemeanor,African-American,Male,0,-1.0,2,0,0
29,Misdemeanor,African-American,Male,0,-1.0,1,1,0
32,Misdemeanor,African-American,Male,1,0.0,0,0,0
37,Misdemeanor,Caucasian,Male,4,0.0,0,0,0
31,Felony,African-American,Male,15,0.0,104,1,0
29,Felony,African-American,Male,6,-1.0,0,1,1
31,Felony,African-American,Male,6,0.0,41,0,0
36,Felony,Caucasian,Female,2,-1.0,1,0,0
37,Felony,African-American,Female,1,-11.0,8,0,0
34,Misdemeanor,Caucasian,Male,5,-1.0,6,0,1
20,Misdemeanor,Caucasian,Male,1,-1.0,1,1,1
24,Felony,Caucasian,Male,8,-1.0,35,1,1
29,Misdemeanor,African-American,Male,8,-1.0,0,1,1
45,Felony,African-American,Female,1,-4.0,2,0,0
34,Felony,Caucasian,Male,2,-1.0,0,1,1
70,Misdemeanor,African-American,Male,0,-1.0,1,0,0
23,Felony,African-American,Male,4,-1.0,3,1,0
27,Misdemeanor,Caucasian,Male,5,-12.0,2,0,0
44,Felony,Caucasian,Male,6,-1.0,118,1,1
26,Misdemeanor,African-American,Male,0,-1.0,0,1,0
23,Misdemeanor,Caucasian,Female,2,-1.0,0,1,0
27,Felony,African-American,Male,3,-1.0,7,1,1
46,Felony,Caucasian,Female,1,-1.0,25,0,1
27,Felony,African-American,Female,1,0.0,26,1,0
45,Felony,Caucasian,Male,7,-1.0,1,0,0
42,Misdemeanor,African-American,Male,1,-12.0,7,1,0
24,Misdemeanor,Caucasian,Female,3,-1.0,0,1,1
20,Felony,African-American,Male,2,-1.0,2,1,1
49,Felony,Caucasian,Male,3,0.0,0,0,0
29,Felony,Hispanic,Male,0,0.0,-1,0,0
52,Felony,Caucasian,Female,1,-8.0,3,0,0
37,Misdemeanor,Hispanic,Male,4,0.0,1,0,1
26,Misdemeanor,African-American,Male,1,-1.0,7,0,1
53,Felony,African-American,Male,15,-1.0,80,0,1
47,Felony,Hispanic,Male,1,-27.0,17,0,0
38,Misdemeanor,African-American,Male,0,-1.0,749,1,1
25,Felony,African-American,Male,1,0.0,-1,1,0
21,Felony,African-American,Male,1,-1.0,5,1,1
48,Misdemeanor,African-American,Male,0,0.0,1,0,0
24,Felony,Other,Female,0,-1.0,1,0,0
22,Felony,African-American,Male,0,-1.0,0,0,1
38,Misdemeanor,Caucasian,Male,2,0.0,28,0,0
23,Felony,Other,Male,0,0.0,3,0,1
54,Misdemeanor,Other,Male,2,-1.0,0,0,0
24,Felony,Hispanic,Male,1,0.0,10,0,0
44,Misdemeanor,Caucasian,Female,0,-1.0,0,0,1
64,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
38,Misdemeanor,Caucasian,Male,5,-18.0,0,1,1
45,Misdemeanor,Other,Female,0,-1.0,0,0,0
49,Felony,African-American,Male,1,-1.0,5,1,0
33,Misdemeanor,Asian,Male,0,-1.0,0,0,0
44,Felony,Hispanic,Male,2,-1.0,1,0,0
51,Felony,African-American,Male,3,-1.0,3,0,0
50,Felony,African-American,Male,0,0.0,0,0,0
33,Misdemeanor,Caucasian,Male,2,-22.0,21,0,0
54,Misdemeanor,Caucasian,Female,0,-1.0,29,0,0
28,Felony,Hispanic,Male,3,-1.0,0,1,1
42,Misdemeanor,African-American,Male,17,-1.0,51,1,1
34,Felony,Caucasian,Male,3,-1.0,1,0,0
38,Felony,Caucasian,Male,2,-1.0,9,0,1
21,Felony,African-American,Male,1,-1.0,1,1,1
33,Felony,African-American,Male,5,0.0,-1,0,0
32,Misdemeanor,African-American,Male,9,-1.0,23,1,1
45,Misdemeanor,Caucasian,Male,1,0.0,1,0,0
30,Felony,Caucasian,Male,1,-1.0,33,1,1
29,Felony,African-American,Female,0,-1.0,1,1,0
51,Misdemeanor,Caucasian,Female,0,-1.0,7,0,1
28,Felony,African-American,Female,0,-1.0,0,0,0
27,Felony,Caucasian,Male,1,-1.0,0,0,0
28,Felony,Hispanic,Male,16,-1.0,29,1,1
30,Felony,African-American,Female,0,0.0,-1,0,0
32,Misdemeanor,African-American,Male,0,-1.0,1,1,0
27,Felony,Caucasian,Male,5,-1.0,0,0,0
21,Felony,Hispanic,Male,1,-1.0,2,1,1
21,Felony,African-American,Male,0,-1.0,1,1,0
34,Felony,Caucasian,Female,0,-1.0,62,0,1
24,Felony,African-American,Male,7,-1.0,199,1,1
32,Misdemeanor,Caucasian,Male,0,-1.0,19,0,0
38,Felony,Caucasian,Female,5,-1.0,41,1,1
56,Misdemeanor,African-American,Male,3,-28.0,14,0,0
44,Misdemeanor,African-American,Female,0,-1.0,1,0,0
31,Misdemeanor,African-American,Male,1,-1.0,0,1,1
25,Felony,Caucasian,Female,6,-1.0,24,1,0
20,Misdemeanor,African-American,Female,0,-1.0,0,1,0
35,Misdemeanor,African-American,Male,1,-1.0,1,1,0
33,Felony,African-American,Male,1,-1.0,0,0,1
24,Misdemeanor,African-American,Male,0,-1.0,1,0,0
40,Misdemeanor,Hispanic,Female,2,-7.0,3,0,0
27,Felony,African-American,Male,9,0.0,0,1,1
38,Felony,African-American,Male,9,-1.0,1,1,1
20,Felony,Caucasian,Male,0,-1.0,1,1,1
30,Felony,African-American,Male,9,-1.0,1,0,1
36,Felony,Caucasian,Male,9,0.0,19,1,1
23,Misdemeanor,African-American,Male,2,-1.0,7,1,1
39,Felony,African-American,Male,21,-1.0,0,1,1
29,Felony,Caucasian,Male,3,-1.0,0,1,1
58,Misdemeanor,Caucasian,Male,2,-1.0,0,0,1
23,Felony,Hispanic,Male,2,-1.0,35,1,0
23,Misdemeanor,Caucasian,Male,3,-1.0,26,1,1
68,Felony,African-American,Female,5,-4.0,0,0,0
26,Misdemeanor,Caucasian,Female,2,0.0,0,1,0
51,Felony,African-American,Male,0,-1.0,1,0,1
25,Misdemeanor,African-American,Male,0,-1.0,0,0,0
40,Felony,African-American,Male,5,0.0,55,1,1
51,Felony,African-American,Male,14,-11.0,7,1,0
27,Misdemeanor,African-American,Male,2,-1.0,15,1,1
49,Misdemeanor,African-American,Male,11,-1.0,32,1,1
36,Misdemeanor,Other,Male,0,-1.0,2,0,0
20,Felony,African-American,Male,0,-4.0,3,0,0
21,Felony,African-American,Male,2,0.0,86,1,1
31,Felony,African-American,Female,0,0.0,1,0,0
57,Misdemeanor,African-American,Male,0,0.0,0,0,0
61,Felony,Caucasian,Female,8,0.0,30,0,1
35,Felony,Hispanic,Male,3,-23.0,9,0,1
54,Felony,African-American,Male,3,-1.0,2,1,1
39,Felony,Caucasian,Male,0,-1.0,1,0,0
24,Felony,African-American,Male,1,-1.0,33,1,0
29,Felony,Hispanic,Female,0,-1.0,1,0,1
48,Felony,African-American,Male,8,-1.0,11,1,1
30,Misdemeanor,African-American,Male,6,0.0,0,1,1
26,Felony,African-American,Male,10,-1.0,1,1,1
37,Felony,African-American,Male,12,0.0,0,1,1
26,Felony,African-American,Male,4,0.0,45,1,1
29,Misdemeanor,African-American,Male,7,0.0,8,1,1
26,Misdemeanor,African-American,Male,1,-1.0,29,1,1
60,Felony,African-American,Male,2,0.0,0,0,0
27,Felony,Caucasian,Male,2,-1.0,0,1,1
22,Felony,Caucasian,Male,1,-1.0,0,1,0
28,Felony,African-American,Male,3,0.0,0,1,0
33,Felony,African-American,Male,13,0.0,0,1,1
28,Felony,African-American,Male,2,-1.0,125,0,1
55,Misdemeanor,Caucasian,Male,0,-1.0,-1,0,1
21,Felony,African-American,Male,6,-19.0,0,1,1
28,Felony,Hispanic,Male,2,-1.0,1,0,1
22,Misdemeanor,Hispanic,Female,0,-1.0,0,0,0
29,Felony,Caucasian,Female,6,-2.0,67,1,1
24,Misdemeanor,African-American,Male,2,0.0,49,1,1
50,Felony,African-American,Male,12,-22.0,1,0,1
24,Misdemeanor,African-American,Male,1,-1.0,1,1,1
47,Felony,African-American,Male,1,-1.0,49,0,0
54,Felony,Caucasian,Male,6,0.0,0,0,0
42,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0
35,Felony,Caucasian,Male,5,-20.0,0,0,0
30,Felony,African-American,Male,0,-1.0,1,0,1
53,Felony,Caucasian,Male,1,-1.0,0,0,0
31,Misdemeanor,African-American,Female,2,-1.0,2,0,0
31,Felony,African-American,Male,0,-1.0,1,0,1
23,Felony,Other,Male,4,-1.0,2,1,0
47,Felony,African-American,Male,9,-1.0,64,0,1
24,Misdemeanor,African-American,Male,9,-1.0,3,1,1
22,Felony,African-American,Female,2,-1.0,2,1,0
45,Misdemeanor,Hispanic,Male,1,-22.0,0,0,0
30,Felony,African-American,Female,2,-1.0,0,0,0
30,Misdemeanor,Other,Male,5,-1.0,5,1,1
43,Misdemeanor,Caucasian,Female,22,-1.0,26,1,1
50,Misdemeanor,African-American,Male,0,0.0,0,0,0
24,Felony,Other,Female,2,-1.0,1,0,1
42,Felony,Caucasian,Female,3,-3.0,0,1,0
29,Felony,Caucasian,Female,1,-1.0,13,1,1
31,Misdemeanor,Hispanic,Male,0,0.0,1,0,0
25,Felony,African-American,Male,5,-1.0,54,1,1
36,Felony,African-American,Male,4,0.0,1,1,0
24,Misdemeanor,African-American,Male,1,-1.0,2,1,1
28,Felony,Caucasian,Male,5,0.0,0,1,0
31,Misdemeanor,Caucasian,Male,0,-1.0,0,0,1
23,Felony,African-American,Male,0,-1.0,3,0,0
29,Misdemeanor,Caucasian,Male,4,-1.0,7,1,1
51,Misdemeanor,African-American,Male,11,-1.0,79,1,1
34,Felony,African-American,Male,1,-1.0,1,1,0
29,Felony,African-American,Male,12,0.0,0,0,1
39,Felony,African-American,Male,13,-1.0,1,1,1
36,Misdemeanor,Hispanic,Female,0,0.0,0,0,0
59,Misdemeanor,African-American,Male,15,-1.0,14,1,1
23,Felony,African-American,Male,3,-1.0,0,1,1
31,Felony,African-American,Male,15,0.0,-1,1,0
53,Misdemeanor,Caucasian,Male,0,0.0,-1,0,0
34,Felony,African-American,Male,12,0.0,34,1,0
63,Felony,African-American,Female,1,0.0,0,0,0
21,Felony,Other,Male,0,-1.0,0,0,1
21,Felony,African-American,Female,0,0.0,0,1,1
47,Felony,Caucasian,Male,28,-1.0,33,1,1
34,Felony,African-American,Male,7,0.0,-1,1,1
58,Felony,Caucasian,Male,4,0.0,0,1,1
40,Felony,Hispanic,Female,4,0.0,5,0,1
36,Felony,African-American,Male,16,-8.0,8,1,1
23,Misdemeanor,African-American,Female,0,-1.0,1,0,1
34,Felony,African-American,Male,5,-1.0,0,0,1
56,Felony,Caucasian,Male,13,-13.0,6,0,0
52,Felony,Caucasian,Female,0,-6.0,0,0,0
56,Felony,African-American,Male,0,-1.0,6,0,0
37,Misdemeanor,African-American,Female,0,-1.0,1,0,0
50,Misdemeanor,Caucasian,Female,0,0.0,1,0,0
25,Felony,African-American,Male,1,-1.0,0,0,1
22,Felony,African-American,Male,0,-1.0,0,1,1
43,Misdemeanor,Caucasian,Female,0,0.0,0,0,1
30,Misdemeanor,Caucasian,Male,1,-1.0,35,0,0
29,Felony,Asian,Male,0,-1.0,0,0,0
24,Felony,Caucasian,Male,0,-1.0,0,0,0
29,Misdemeanor,African-American,Male,7,-1.0,0,1,1
24,Felony,Caucasian,Female,0,-2.0,0,0,0
74,Felony,African-American,Female,0,-1.0,0,0,0
27,Misdemeanor,African-American,Male,8,0.0,0,1,1
37,Felony,Hispanic,Male,1,-1.0,0,0,1
29,Felony,Caucasian,Male,5,0.0,0,0,0
35,Felony,African-American,Female,5,-1.0,0,0,0
29,Misdemeanor,African-American,Male,1,-1.0,99,1,1
36,Felony,Caucasian,Male,1,-1.0,1,0,0
26,Felony,Caucasian,Male,2,0.0,1,0,0
26,Felony,African-American,Female,1,-1.0,1,1,0
39,Felony,Caucasian,Female,11,-1.0,1,1,1
22,Felony,African-American,Male,3,-1.0,1,0,1
28,Felony,Caucasian,Male,0,-1.0,1,0,0
51,Felony,Caucasian,Male,1,-2.0,0,0,1
35,Misdemeanor,Hispanic,Female,0,-1.0,1,0,0
23,Misdemeanor,African-American,Female,0,-1.0,1,0,0
29,Felony,African-American,Male,6,0.0,0,1,1
20,Felony,Other,Male,0,-1.0,1,0,1
24,Misdemeanor,African-American,Male,1,-1.0,6,1,1
23,Misdemeanor,Hispanic,Female,2,-1.0,1,0,0
33,Felony,African-American,Female,5,-1.0,186,1,0
21,Felony,Caucasian,Male,1,-1.0,0,0,1
59,Misdemeanor,Caucasian,Male,3,-3.0,2,0,0
26,Felony,Caucasian,Male,4,0.0,2,0,1
38,Felony,Other,Male,2,-1.0,0,0,0
28,Felony,Hispanic,Male,2,-1.0,3,1,0
23,Felony,Hispanic,Male,2,-1.0,58,1,1
21,Felony,African-American,Male,1,-1.0,1,1,1
52,Misdemeanor,African-American,Male,0,-1.0,1,0,1
56,Felony,African-American,Male,12,-1.0,1,1,1
40,Misdemeanor,Caucasian,Male,1,-1.0,1,0,0
48,Misdemeanor,Caucasian,Female,8,-26.0,23,0,1
26,Felony,African-American,Female,0,-1.0,0,0,0
66,Felony,Caucasian,Male,1,-14.0,4,0,1
54,Felony,African-American,Female,6,-1.0,1,0,0
31,Misdemeanor,Caucasian,Male,4,-1.0,26,1,1
34,Felony,Caucasian,Male,0,-1.0,0,0,1
25,Felony,African-American,Male,9,-1.0,84,1,1
47,Felony,Caucasian,Male,2,-7.0,6,0,0
51,Felony,African-American,Male,12,-1.0,0,1,1
25,Felony,Caucasian,Male,1,-23.0,-1,0,0
25,Felony,Other,Male,0,-1.0,20,0,1
31,Felony,African-American,Female,2,-1.0,0,0,1
36,Felony,Caucasian,Male,1,-1.0,0,0,1
49,Misdemeanor,Caucasian,Male,0,0.0,-1,0,0
31,Felony,African-American,Male,0,-1.0,0,1,0
30,Felony,Caucasian,Male,1,-1.0,0,0,0
29,Felony,African-American,Male,3,-1.0,0,1,1
53,Felony,Caucasian,Female,6,-1.0,10,1,1
21,Felony,African-American,Male,1,-1.0,456,1,1
21,Felony,African-American,Male,0,-1.0,0,0,0
27,Felony,African-American,Female,1,0.0,0,1,1
65,Felony,African-American,Female,0,-1.0,0,0,0
59,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
59,Misdemeanor,African-American,Male,0,-1.0,1,0,0
24,Misdemeanor,African-American,Male,0,-1.0,3,1,0
40,Felony,African-American,Male,0,0.0,1,0,0
51,Felony,African-American,Male,0,-1.0,2,0,1
34,Felony,African-American,Male,10,-1.0,0,1,1
30,Felony,Hispanic,Male,1,0.0,-1,0,1
52,Felony,African-American,Male,1,-1.0,0,0,0
38,Felony,African-American,Male,2,-1.0,2,0,1
22,Felony,African-American,Female,0,-6.0,0,1,0
43,Felony,African-American,Male,0,-1.0,3,1,0
32,Felony,Caucasian,Male,5,0.0,55,1,1
55,Felony,African-American,Male,0,-1.0,1,0,0
26,Felony,African-American,Male,2,-1.0,8,0,1
23,Misdemeanor,Caucasian,Male,1,-1.0,0,0,0
47,Felony,Other,Female,0,-1.0,3,0,0
28,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1
27,Felony,Hispanic,Male,0,0.0,0,0,1
61,Felony,Hispanic,Male,2,-1.0,3,0,1
26,Felony,African-American,Male,0,-1.0,2,0,0
28,Misdemeanor,Caucasian,Female,1,0.0,0,1,1
43,Felony,African-American,Male,0,-1.0,1,1,1
33,Misdemeanor,African-American,Male,21,-6.0,6,1,1
21,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
32,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0
22,Felony,African-American,Male,1,0.0,0,0,1
51,Felony,African-American,Male,3,0.0,0,0,0
20,Felony,African-American,Male,2,-1.0,129,1,1
35,Felony,Caucasian,Male,2,-1.0,1,0,0
37,Felony,African-American,Female,3,-1.0,29,0,0
28,Misdemeanor,African-American,Male,0,-2.0,0,1,1
41,Misdemeanor,Caucasian,Male,3,-1.0,1,1,1
24,Misdemeanor,African-American,Male,0,-1.0,1,1,1
33,Misdemeanor,African-American,Female,3,-1.0,2,0,0
30,Felony,Caucasian,Female,4,-1.0,29,1,0
20,Felony,African-American,Male,1,0.0,6,1,1
42,Felony,African-American,Female,1,-10.0,-1,0,0
40,Felony,African-American,Female,15,-1.0,65,1,1
39,Felony,African-American,Male,0,-1.0,0,0,1
21,Felony,African-American,Male,0,0.0,3,1,0
39,Felony,Caucasian,Male,2,-2.0,1,0,1
24,Felony,Caucasian,Male,0,0.0,0,0,0
41,Felony,African-American,Male,0,-1.0,0,0,0
39,Felony,African-American,Male,1,-1.0,1,0,0
24,Felony,African-American,Female,3,-1.0,0,1,0
24,Felony,African-American,Female,1,-23.0,0,0,0
29,Misdemeanor,African-American,Male,0,-1.0,1,0,1
25,Misdemeanor,Caucasian,Male,2,-12.0,11,1,1
23,Felony,Caucasian,Female,0,-1.0,1,1,1
22,Felony,African-American,Male,1,0.0,0,1,1
26,Misdemeanor,Other,Female,4,-1.0,1,1,1
26,Misdemeanor,African-American,Male,3,-1.0,205,1,1
24,Misdemeanor,African-American,Female,3,-1.0,2,1,1
44,Misdemeanor,African-American,Male,0,-1.0,34,1,0
36,Felony,Caucasian,Male,1,-19.0,18,0,1
